实际行程时间,预测行程时间,绝对误差,相对误差(%)
9.0,49.1066543318165,40.1066543318165,445.6294925707875
70.0,46.11485212276117,23.88514787723883,34.12163982457815
55.0,49.564838367784766,5.435161632215234,9.882112058555185
66.0,49.46853996009428,16.531460039905717,25.047666727091922
53.0,51.96151121010036,1.0384887898996382,1.9594128111276958
15.0,48.4210091516172,33.4210091516172,222.8067276759626
38.0,47.4100253375078,9.410025337507797,24.76322457232377
77.0,47.299105214394295,29.700894785605705,38.57259063060666
28.0,53.72664015793752,25.726640157937517,91.88085770659157
85.0,51.00828228863438,33.99171771136562,39.990256130971325
82.0,48.941939223848095,33.058060776151905,40.31470826355072
37.0,45.783965338537804,8.783965338537804,23.74044686084882
48.0,47.443364528203084,0.5566354717969162,1.159657232907826
75.0,46.69162376232252,28.30837623767748,37.744501650186315
65.0,48.96412864197088,16.03587135802912,24.670571320006843
45.0,46.693676615048325,1.6936766150483251,3.7637258112101364
84.0,50.669772831033065,33.330227168966935,39.678841867770544
53.0,50.339099328687475,2.6609006713125254,5.020567304353783
89.0,41.49295644974881,47.50704355025119,53.37870061819978
66.0,49.417092181804954,16.582907818195046,25.12561790631806
12.0,50.30851873709769,38.30851873709769,319.23765613982044
12.0,47.99772457721013,35.99772457721013,299.9810381409179
62.0,48.94513132387762,13.054868676122382,21.05623980016343
9.0,48.88180753447476,39.88180753447476,443.1311948225736
17.0,50.8308701526367,33.8308701526367,199.00511854375117
5.0,46.33729766041198,41.33729766041198,826.7459531917046
52.0,48.67044395199044,3.3295560480095574,6.402992400006066
27.0,48.812517762945156,21.812517762945156,80.7871028254236
65.0,53.16537587486643,11.834624125133573,18.207114038639023
51.0,45.056733888503636,5.943266111496364,11.65346296369551
8.0,46.77101262771531,38.77101262771531,484.6376578403833
68.0,50.61239040138022,17.387609598619783,25.570014115579724
63.0,53.39571856734354,9.604281432656457,15.244891162922558
71.0,47.04527016842807,23.95472983157193,33.73905610075802
82.0,48.00137770688384,33.99862229311616,41.46173450374964
66.0,42.956437172875646,23.043562827124354,34.914489131953694
44.0,49.5589565318054,5.5589565318054,12.633992117710832
23.0,50.50087427244648,27.50087427244648,119.56901857533441
13.0,45.284365612330525,32.284365612330525,248.34127393909372
21.0,51.01563864972844,30.015638649728437,142.93161261707385
9.0,48.57985412738483,39.57985412738483,439.77615696605613
55.0,50.74105630299543,4.258943697004568,7.743533994539681
48.0,47.877045943443285,0.12295405655671487,0.25615428449262234
17.0,50.84831710155484,33.84831710155484,199.10774765503373
33.0,46.79776500436903,13.797765004369033,41.81140910402188
84.0,48.091436616332224,35.908563383667776,42.74828974241075
64.0,40.90506752785855,23.09493247214145,36.08583198766463
87.0,45.23380798362337,41.76619201637663,48.007117260147844
74.0,48.868945553339955,25.131054446660045,33.96088438733255
63.0,48.20981550720622,14.790184492793777,23.476483321857618
12.0,47.946127881914556,35.946127881914556,299.5510656801251
21.0,48.97108575784591,27.971085757845913,133.19564646529867
59.0,46.98813018588318,12.011869814116821,20.359101379824512
65.0,46.232595436357435,18.767404563642565,28.872930097867215
27.0,47.234561261254804,20.234561261254804,74.94281948585135
31.0,46.522518845181644,15.522518845181644,50.072641435908295
47.0,45.942295610196375,1.0577043898036251,2.250434871917818
74.0,48.44213890553981,25.557861094460193,34.537650127602234
66.0,49.790274520301864,16.209725479698136,24.560190120717536
13.0,47.45831808503326,34.45831808503326,265.06398526744766
81.0,47.92847870235985,33.07152129764015,40.829038639011515
59.0,48.662443655878704,10.337556344121296,17.52128193915894
8.0,51.18543402577516,43.18543402577516,539.8179253154417
62.0,49.01621509481972,12.98378490518028,20.94158855670861
20.0,43.711766393631976,23.711766393631976,118.55883196756709
28.0,48.64811515399158,20.648115153991583,73.74326840684942
81.0,51.41943013817237,29.580569861827627,36.51922205159396
72.0,46.26015343139857,25.73984656860143,35.749786900785665
21.0,44.8661035337033,23.866103533703303,113.64811206471266
60.0,45.203236246164984,14.796763753835016,24.661272923017258
63.0,50.315928167260786,12.684071832739214,20.13344735352235
43.0,50.15130133721139,7.151301337211393,16.6309333423134
57.0,50.00573431937355,6.994265680626448,12.270641544937153
29.0,45.54331947936083,16.543319479360832,57.04592923897857
60.0,43.851974095644714,16.148025904355286,26.913376507213954
49.0,48.821626229429405,0.17837377057059456,0.3640281032045521
36.0,45.502193076991176,9.502193076991176,26.394980769346617
86.0,50.85900152451115,35.14099847548885,40.861626134241845
58.0,49.343613341415534,8.656386658584466,14.924804583740588
17.0,46.22952951765314,29.22952951765314,171.93840892636004
61.0,45.50589882647943,15.49410117352057,25.4001658581888
41.0,48.42777484119115,7.427774841191152,18.116524002861063
7.0,43.51487374455454,36.51487374455454,521.6410534861842
40.0,51.33383652969655,11.333836529696548,28.334591324170532
22.0,49.1348268305506,27.1348268305506,123.34012195648756
77.0,52.45760410954748,24.542395890452518,31.873241416130703
39.0,51.064470428564135,12.064470428564135,30.93453956034154
28.0,47.8438858365213,19.843885836521302,70.87102084446583
89.0,50.330721212669765,38.669278787330235,43.44862785088403
81.0,46.615662818242534,34.384337181757466,42.44979898977162
44.0,45.62938542301841,1.6293854230184124,3.7031486886697933
78.0,42.720760728072314,35.279239271927686,45.22979393831084
15.0,45.16222811300754,30.162228113007536,201.08152075204302
16.0,53.08698595706871,37.08698595706871,231.79366223023078
51.0,44.36583212058491,6.634167879415088,13.008172312553098
55.0,50.76677303874899,4.233226961251013,7.696776293169666
50.0,47.008866158177504,2.9911338418224958,5.982267683633027
9.0,47.61224420535419,38.61224420535419,429.02493561027956
79.0,48.21403086962123,30.785969130378767,38.96958117764531
24.0,43.641111418655385,19.641111418655385,81.83796424405645
87.0,49.82152521496945,37.17847478503055,42.73387906320439
9.0,48.70672841890683,39.70672841890683,441.18587131628493
67.0,31.643494809491262,35.35650519050874,52.77090326933727
77.0,48.610549773120475,28.389450226879525,36.86941587901644
33.0,42.16984742553263,9.16984742553263,27.787416440923764
13.0,46.694976715211304,33.694976715211304,259.1921285765547
52.0,53.468017223026,1.4680172230260027,2.8231100442753454
11.0,48.05314682602914,37.05314682602914,336.8467893244754
89.0,44.4000606889749,44.5999393110251,50.112291360646054
18.0,50.58432829499899,32.58432829499899,181.02404608232206
27.0,49.14548875662563,22.14548875662563,82.0203287279393
24.0,43.76725308020159,19.76725308020159,82.36355450049679
77.0,48.72574886874423,28.274251131255767,36.71980666392084
29.0,41.82257523809739,12.822575238097393,44.21577668294199
26.0,47.484726770914556,21.484726770914556,82.63356450319971
19.0,48.1625463988544,29.162546398854403,153.4870863089522
73.0,49.491912872881066,23.508087127118934,32.202859078201
53.0,49.849796922731976,3.1502030772680243,5.943779391060529
84.0,50.4042344519142,33.5957655480858,39.99495898576881
62.0,44.39510428035077,17.604895719649228,28.394993096162636
22.0,49.28071431571441,27.280714315714413,124.00324688904732
19.0,47.868620302905285,28.868620302905285,151.94010685659657
21.0,48.472822577784186,27.472822577784186,130.8229646554922
33.0,49.100474943109475,16.100474943109475,48.7893180092748
64.0,48.46252934858443,15.537470651415568,24.27729789279889
54.0,48.328633295087904,5.671366704912096,10.50253093500295
66.0,51.05253087287259,14.947469127127412,22.64768049561328
32.0,46.54821031214493,14.548210312144931,45.46315722531084
84.0,47.63932438851804,36.36067561148196,43.28651858504603
20.0,46.877374274985506,26.877374274985506,134.3868713742556
69.0,49.65320794991953,19.346792050080467,28.038829058046993
12.0,51.56501579528903,39.56501579528903,329.70846495799435
59.0,46.59332959288722,12.406670407112777,21.02825492727415
50.0,50.67202886771519,0.6720288677151913,1.3440577354276946
32.0,50.232837419177024,18.232837419177024,56.977616934750145
70.0,48.276590413421204,21.723409586578796,31.033442266496802
59.0,48.6174487869882,10.382551213011801,17.597544428803737
26.0,47.71897667412146,21.718976674121457,83.53452566937663
23.0,49.79958454105904,26.79958454105904,116.51993278670662
21.0,47.900003228778395,26.900003228778395,128.09525346976335
72.0,51.28579129899628,20.71420870100372,28.76973430690965
74.0,47.611475154941076,26.388524845058924,35.6601687094909
72.0,48.156888071139626,23.843111928860374,33.1154332344823
71.0,51.28653839568989,19.713461604310112,27.76543887927091
37.0,46.633979961210564,9.633979961210564,26.037783678877098
22.0,51.01373183895459,29.01373183895459,131.88059926737597
48.0,49.887924459043994,1.8879244590439939,3.9331759563334594
61.0,47.7930345564614,13.2069654435386,21.650763022158934
73.0,46.30508324179798,26.69491675820202,36.568379120774594
10.0,46.59415911428697,36.59415911428697,365.94159113921023
64.0,41.758324048431014,22.241675951568986,34.75261867427224
83.0,49.24771417195118,33.75228582804882,40.66540461205801
66.0,46.36300731299101,19.63699268700899,29.753019222695816
10.0,48.35371021156666,38.35371021156666,383.5371021118312
34.0,46.361064498463676,12.361064498463676,36.356072054197995
71.0,45.98430055027573,25.015699449724274,35.23337950660428
18.0,47.391737484706645,29.391737484706645,163.28743046968535
19.0,45.553445809789174,26.553445809789174,139.75497794552328
71.0,47.74684495655425,23.25315504344575,32.75092259635633
49.0,47.00285852211559,1.997141477884412,4.075798934449666
82.0,49.919816992166034,32.080183007833966,39.12217439974981
43.0,49.267854005394284,6.267854005394284,14.576404663673737
18.0,41.345359597653776,23.345359597653776,129.69644220846712
47.0,45.015337289285576,1.9846627107144243,4.222686618532344
21.0,49.74427896559978,28.744278965599783,136.8775188831567
20.0,46.92553664868705,26.92553664868705,134.62768324276212
74.0,49.47816900171568,24.521830998284322,33.1376094570962
12.0,49.68202534445481,37.68202534445481,314.0168778678399
86.0,51.584942184956795,34.415057815043205,40.01750908721301
47.0,47.78529286714795,0.7852928671479518,1.6708358875452787
53.0,46.905523354488665,6.094476645511335,11.499012538678937
88.0,50.54133314003399,37.45866685996601,42.566666886276636
79.0,47.99711428927046,31.002885710729537,39.244159127456065
84.0,47.57334495487027,36.42665504512973,43.365065529864715
18.0,45.547458857993426,27.547458857993426,153.04143809911326
10.0,51.95400753834528,41.95400753834528,419.5400753792574
33.0,52.085945605362305,19.085945605362305,57.83619880395293
39.0,42.232443300464034,3.232443300464034,8.288316155014734
80.0,46.386554676916816,33.613445323083184,42.01680665380146
17.0,52.753552704022155,35.753552704022155,210.31501590477558
82.0,44.13974266168291,37.86025733831709,46.17104553447673
63.0,44.46287692567177,18.53712307432823,29.424004879839373
43.0,49.82785469343002,6.8278546934300195,15.878731845149163
6.0,45.9176462558113,39.9176462558113,665.2941042524335
28.0,45.221371427925526,17.221371427925526,61.504897956657224
58.0,49.2031201630575,8.796879836942502,15.167034201598852
66.0,49.83020921097383,16.169790789026173,24.499683013638897
68.0,47.04838047165461,20.95161952834539,30.81120518869791
15.0,43.90074869631233,28.900748696312327,192.67165797413105
63.0,47.426270471218906,15.573729528781094,24.720205601200593
78.0,47.14880508176656,30.85119491823344,39.55281399768447
67.0,47.911585717324336,19.088414282675664,28.490170571115186
58.0,52.98651606057684,5.0134839394231605,8.643937826576753
22.0,44.37077662207419,22.37077662207419,101.6853482816932
39.0,49.9794296165846,10.979429616584603,28.152383632196027
5.0,46.541622839334295,41.541622839334295,830.8324567700693
57.0,41.36353176365245,15.636468236347547,27.432400414596692
33.0,52.126251709242474,19.126251709242474,57.95833851268035
32.0,46.609510935806355,14.609510935806355,45.65472167425219
51.0,42.00347602473696,8.996523975263038,17.640243088716463
44.0,50.216799174006866,6.216799174006866,14.129089031801673
72.0,46.77195435272514,25.22804564727486,35.038952287833084
66.0,50.97739157548147,15.02260842451853,22.76152791590268
43.0,46.46889051337466,3.46889051337466,8.067187240387424
8.0,47.215803757675,39.215803757675,490.19754696481004
20.0,54.13580339199168,34.13580339199168,170.679016959105
55.0,49.097262410368465,5.902737589631535,10.732250162946913
23.0,46.48640272432272,23.486402724322723,102.1147944531331
61.0,43.62986922494567,17.370130775054328,28.475624221353858
32.0,48.361025007342214,16.361025007342214,51.12820314778463
13.0,53.06257459295764,40.06257459295764,308.1736507126882
52.0,53.82232568227769,1.8223256822776932,3.5044724659119018
64.0,43.23828368655936,20.761716313440637,32.44018173970031
61.0,49.97986073105425,11.020139268945748,18.065802080209316
46.0,50.978669018551656,4.978669018551656,10.823193518567027
46.0,48.1136789315996,2.113678931599601,4.594954199119579
13.0,48.816077823842,35.816077823842,275.5082909505115
87.0,49.712203830253905,37.287796169746095,42.8595358272451
42.0,46.298913943340004,4.298913943340004,10.2355093888804
5.0,48.95077729622829,43.95077729622829,879.0155459069855
78.0,47.04425237630171,30.955747623698286,39.68685592776743
47.0,48.043933854148115,1.043933854148115,2.2211358598848805
10.0,48.67503589852495,38.67503589852495,386.750358981382
46.0,45.02600453746437,0.9739954625356333,2.1173814402902518
50.0,49.997731031037596,0.0022689689624044718,0.0045379379247998675
21.0,43.66723303606979,22.66723303606979,107.93920493315167
18.0,44.34883505990218,26.34883505990218,146.38241699864332
55.0,46.968323010924145,8.031676989075855,14.603049071020457
73.0,53.00916921600791,19.990830783992088,27.384699704061237
85.0,46.178897982223084,38.821102017776916,45.67188472674264
42.0,44.143674774899786,2.143674774899786,5.103987559273052
83.0,45.60421894592977,37.39578105407023,45.05515789641587
87.0,52.50612524991226,34.49387475008774,39.648131896607005
84.0,50.587618467121445,33.412381532878555,39.77664468195093
21.0,48.31132017572348,27.31132017572348,130.05390559806395
27.0,46.478635625401225,19.478635625401225,72.14309490862624
22.0,51.40956926885335,29.409569268853353,133.67986031236217
41.0,52.96771656855734,11.967716568557343,29.189552606166224
52.0,47.332917489069,4.667082510931003,8.975158674850054
64.0,48.50506499015103,15.494935009848973,24.21083595285119
26.0,45.32806091129873,19.328060911298728,74.3386958124015
43.0,45.72069761334141,2.7206976133414074,6.327203751942047
79.0,49.93708983497877,29.06291016502123,36.78849387972714
75.0,47.64882156368282,27.351178436317177,36.468237915040945
87.0,48.23104197348301,38.76895802651699,44.562020720083254
77.0,46.36066814128047,30.63933185871953,39.79134007620745
35.0,48.55051071342043,13.55051071342043,38.715744895376325
48.0,46.36080295555875,1.6391970444412465,3.414993842578815
62.0,42.42263740496973,19.577362595030273,31.576391282255962
43.0,49.69964231713133,6.699642317131328,15.580563528176155
47.0,46.77495934228458,0.22504065771541804,0.47880991003178563
66.0,52.56164805207073,13.43835194792927,20.3611393150135
64.0,48.12189314939222,15.878106850607779,24.80954195403589
82.0,50.90343741798844,31.096562582011558,37.9226372950898
46.0,48.690888915580736,2.690888915580736,5.849758512119317
50.0,57.50655387751086,7.506553877510861,15.013107754991694
36.0,54.78050796613946,18.78050796613946,52.16807768357581
45.0,49.399080685905496,4.399080685905496,9.775734857546043
85.0,47.11370041958682,37.88629958041318,44.572117153374826
85.0,52.23158207886427,32.76841792113573,38.55107990717315
32.0,48.39964132910226,16.39964132910226,51.2488791532844
